,T2M,RH2M,WS2M,WD2M,ALLSKY_KT,GWETTOP,EVLAND,PRECIPITATIONCAL
20190327,32.51,40.0,1.73,152.0,0.65,0.15,0.91,0.0
20190328,32.85,36.0,1.26,158.12,0.66,0.15,0.92,0.0
20190329,32.66,34.38,1.6,112.62,0.67,0.14,0.89,0.0
20190330,32.65,42.0,2.16,155.19,0.68,0.14,0.65,0.0
20190331,33.7,39.25,2.66,194.62,0.64,0.14,0.67,0.0
20190401,34.14,37.94,2.87,195.25,0.61,0.13,0.56,0.0
20190402,32.76,40.44,3.34,171.88,0.66,0.13,0.53,0.0
20190403,32.32,46.12,3.36,165.81,0.66,0.13,0.38,0.0
20190404,32.05,46.5,3.22,160.25,0.63,0.13,0.4,0.0
20190405,33.37,43.44,2.06,193.81,0.64,0.13,1.49,0.0
20190406,34.79,33.5,2.11,220.0,0.6,0.14,1.88,0.9
20190407,33.58,36.0,3.22,184.81,0.61,0.14,1.0,0.63
20190408,32.99,45.94,3.37,180.19,0.65,0.14,0.57,0.0
20190409,33.51,42.81,2.78,181.75,0.57,0.14,0.62,0.0
20190410,34.01,41.69,2.54,181.06,0.68,0.13,0.74,0.0
20190411,34.19,39.12,2.42,174.19,0.65,0.13,0.77,0.0
20190412,34.61,35.94,2.11,160.75,0.68,0.16,2.61,0.0
20190413,32.36,45.25,1.82,139.12,0.68,0.44,42.36,0.0
20190414,33.2,40.38,2.08,171.69,0.68,0.38,24.05,0.0
20190415,33.33,36.62,2.33,183.88,0.64,0.33,16.73,0.0
20190416,32.53,36.56,2.42,172.62,0.7,0.29,11.51,0.0
20190417,32.12,43.38,2.15,176.38,0.7,0.27,7.98,0.0
20190418,33.35,46.56,3.45,174.25,0.65,0.29,11.92,9.96
20190419,31.19,58.56,2.09,182.12,0.62,0.48,36.95,12.11
20190420,32.13,51.25,3.48,165.88,0.66,0.41,26.87,0.2
20190421,32.68,50.19,2.97,176.94,0.61,0.38,20.05,0.0
20190422,32.89,47.0,1.98,108.0,0.53,0.34,13.16,0.53
20190423,33.59,42.88,2.2,133.38,0.62,0.31,12.65,1.17
20190424,32.06,49.12,2.6,166.5,0.7,0.43,35.94,0.0
20190425,32.86,45.94,2.7,169.19,0.67,0.37,21.45,0.0
20190426,33.8,42.81,2.34,152.94,0.65,0.33,16.24,0.0
20190427,34.78,43.94,2.88,157.75,0.61,0.3,11.82,0.0
20190428,34.62,43.5,3.38,173.19,0.62,0.27,8.24,0.0
20190429,34.19,45.12,3.54,173.31,0.66,0.25,5.8,0.0
20190430,34.44,43.56,2.16,148.0,0.59,0.23,4.95,0.0
20190501,33.45,43.88,3.05,156.56,0.55,0.23,3.66,0.55
20190502,33.96,41.62,2.47,140.75,0.47,0.28,10.14,0.05
20190503,35.78,31.06,2.56,237.62,0.4,0.27,9.02,1.04
20190504,35.83,19.69,2.49,283.62,0.67,0.23,6.87,0.0
20190505,36.3,18.0,2.64,312.06,0.66,0.22,5.65,0.0
20190506,36.17,21.38,1.88,124.06,0.66,0.2,4.01,0.0
20190507,36.3,38.06,1.62,176.88,0.55,0.19,2.66,0.0
20190508,36.9,34.06,1.71,128.06,0.57,0.18,2.26,0.62
20190509,36.97,28.81,2.55,153.69,0.67,0.17,2.39,0.0
20190510,36.9,36.88,2.19,167.12,0.62,0.16,1.84,5.6
20190511,36.21,40.94,3.39,172.38,0.5,0.16,2.19,7.16
20190512,32.42,49.12,1.69,224.94,0.48,0.39,20.76,0.0
20190513,34.69,46.31,2.51,181.0,0.6,0.35,18.4,0.0
20190514,34.25,47.56,2.82,175.75,0.55,0.35,19.51,0.0
20190515,35.01,45.81,2.74,197.69,0.58,0.31,12.88,0.11
20190516,35.21,43.75,2.88,190.5,0.59,0.27,7.91,0.0
20190517,35.07,43.69,2.62,187.62,0.59,0.25,5.26,0.0
20190518,36.13,39.81,2.29,174.56,0.65,0.23,5.26,0.0
20190519,36.74,36.62,2.19,198.06,0.63,0.21,4.26,0.04
20190520,35.76,38.0,3.3,169.38,0.65,0.2,2.9,0.0
20190521,34.89,42.62,3.93,168.69,0.61,0.2,2.57,0.0
20190522,35.0,44.31,3.53,173.88,0.62,0.2,2.7,0.0
20190523,34.94,45.88,4.29,172.12,0.6,0.19,1.65,0.0
20190524,34.51,49.69,3.84,183.69,0.62,0.18,1.19,0.0
20190525,34.76,47.69,2.71,162.5,0.62,0.18,0.9,0.0
20190526,36.71,43.31,2.73,172.88,0.62,0.17,1.8,0.01
20190527,37.26,41.12,3.86,179.19,0.62,0.18,2.48,0.0
20190528,35.68,43.56,3.11,169.38,0.64,0.18,1.29,0.0
20190529,34.87,49.5,3.45,146.88,0.59,0.2,3.13,0.86
20190530,33.75,52.06,3.05,148.69,0.41,0.32,14.97,1.09
20190531,33.19,57.0,3.65,161.06,0.56,0.32,7.19,0.0
20190601,33.63,53.38,2.08,176.44,0.45,0.3,6.78,0.0
20190602,35.37,45.69,2.45,177.31,0.55,0.28,7.19,0.0
20190603,34.82,49.81,3.09,168.31,0.46,0.26,4.32,1.09
20190604,34.69,46.5,2.18,162.25,0.57,0.25,4.0,0.0
20190605,33.19,55.75,3.23,174.25,0.59,0.24,1.4,0.0
20190606,32.51,57.62,3.08,195.19,0.42,0.33,10.51,15.21
20190607,29.56,68.44,2.52,171.5,0.54,0.53,25.47,0.19
20190608,31.97,60.06,2.27,226.31,0.48,0.45,23.65,0.0
20190609,33.55,52.88,2.14,219.5,0.55,0.41,19.43,0.0
20190610,33.17,53.75,3.46,239.44,0.41,0.38,14.76,0.08
20190611,33.15,52.19,3.36,190.88,0.64,0.37,13.13,0.0
20190612,35.19,42.75,4.05,240.38,0.68,0.34,15.05,0.0
20190613,32.44,47.44,3.7,261.62,0.62,0.31,7.48,0.0
20190614,33.99,39.62,3.73,255.5,0.62,0.3,9.14,0.0
20190615,34.78,33.0,4.33,274.19,0.63,0.27,7.99,0.0
20190616,35.31,36.44,4.39,299.5,0.56,0.26,6.94,0.19
20190617,30.49,55.0,3.52,287.69,0.22,0.33,8.52,12.98
20190618,32.15,51.62,2.98,207.56,0.46,0.41,20.64,0.0
20190619,34.56,46.06,2.18,222.19,0.59,0.36,15.53,0.0
20190620,32.2,60.25,2.47,255.69,0.38,0.52,28.27,16.35
20190621,28.37,78.25,0.97,240.88,0.36,0.58,20.5,0.83
20190622,28.73,74.19,2.17,242.5,0.26,0.48,17.45,0.95
20190623,28.86,71.12,1.63,225.94,0.22,0.48,18.77,1.04
20190624,30.75,63.69,2.67,172.69,0.51,0.48,33.16,0.0
20190625,29.79,73.25,2.59,168.56,0.52,0.54,31.63,0.0
20190626,29.55,72.12,1.76,215.19,0.45,0.5,20.31,16.0
20190627,30.69,63.5,2.68,283.0,0.59,0.47,19.53,0.54
20190628,29.57,67.69,2.89,265.12,0.44,0.46,15.33,3.92
20190629,29.37,64.0,3.88,253.38,0.25,0.46,20.91,0.5
20190630,28.12,67.88,4.55,273.06,0.25,0.46,18.21,1.5
20190701,28.22,67.62,3.8,292.25,0.23,0.48,20.95,1.64
20190702,29.19,64.19,4.34,272.88,0.22,0.46,21.44,3.44
20190703,29.88,58.0,4.47,261.38,0.34,0.45,21.23,0.24
20190704,31.48,52.5,4.41,265.12,0.47,0.44,25.85,0.04
20190705,29.81,60.75,4.25,265.81,0.25,0.45,23.46,11.78
20190706,31.12,58.62,4.98,256.12,0.33,0.46,26.21,0.26
20190707,30.83,56.25,4.77,253.94,0.41,0.44,23.05,0.0
20190708,30.96,60.0,4.01,251.12,0.46,0.45,23.02,1.61
20190709,30.8,59.69,3.94,252.94,0.42,0.43,20.08,0.08
20190710,31.05,58.31,3.69,247.38,0.48,0.42,21.05,1.11
20190711,30.42,59.94,3.59,242.25,0.42,0.43,21.57,7.43
20190712,30.05,61.81,2.36,259.0,0.54,0.43,15.46,0.0
20190713,30.03,63.06,2.68,286.88,0.44,0.45,18.53,9.28
20190714,28.94,73.12,2.15,250.88,0.48,0.58,30.23,1.6
20190715,29.56,69.06,2.15,256.25,0.52,0.51,25.31,2.69
20190716,29.4,66.88,1.91,279.94,0.59,0.51,25.83,0.0
20190717,30.35,64.38,2.7,319.38,0.62,0.46,22.31,0.14
20190718,29.98,68.62,1.37,177.5,0.41,0.47,17.6,11.04
20190719,29.76,66.88,1.05,209.06,0.34,0.5,29.5,7.32
20190720,30.28,66.38,2.09,229.56,0.34,0.46,30.06,2.86
20190721,29.13,74.12,3.16,160.12,0.51,0.51,30.26,2.51
20190722,29.01,75.5,3.18,156.0,0.59,0.55,31.92,0.02
20190723,29.19,71.38,2.81,175.19,0.47,0.49,28.62,0.21
20190724,29.97,66.0,2.72,220.06,0.57,0.48,24.32,0.19
20190725,28.77,74.25,2.94,241.75,0.41,0.55,22.42,20.88
20190726,26.78,82.5,3.47,257.44,0.11,0.75,36.52,28.24
20190727,27.23,76.94,4.23,264.56,0.19,0.66,47.71,20.25
20190728,26.39,83.88,4.18,263.69,0.1,0.73,38.76,33.81
20190729,25.88,84.06,3.87,246.5,0.12,0.73,36.89,18.83
20190730,26.84,77.44,4.11,243.25,0.35,0.66,46.13,0.71
20190731,28.01,76.62,2.88,256.88,0.52,0.62,56.21,12.4
20190801,27.73,78.25,3.16,260.31,0.3,0.69,51.28,31.75
20190802,26.44,83.56,4.19,255.75,0.09,0.82,49.31,51.56
20190803,26.46,80.19,5.42,248.94,0.32,0.73,53.45,2.5
20190804,25.83,79.44,5.33,235.25,0.45,0.67,42.78,1.53
20190805,26.69,81.75,3.69,240.38,0.36,0.69,43.61,17.14
20190806,26.17,87.44,4.84,253.81,0.14,0.8,38.41,38.82
20190807,25.62,85.56,4.73,249.75,0.13,0.81,41.42,22.12
20190808,26.62,83.81,4.09,249.75,0.39,0.78,44.89,0.04
20190809,28.16,78.56,3.5,231.81,0.43,0.71,66.16,0.0
20190810,28.4,77.88,2.29,255.19,0.47,0.7,60.49,0.0
20190811,28.23,76.69,2.89,305.88,0.53,0.68,62.73,0.0
20190812,26.87,84.62,2.83,305.62,0.39,0.7,34.9,0.11
20190813,26.59,86.88,2.14,290.25,0.32,0.71,31.25,2.74
20190814,27.35,82.88,1.46,281.88,0.38,0.71,41.3,1.1
20190815,28.09,78.12,1.32,253.44,0.45,0.69,46.73,0.01
20190816,28.55,76.5,1.69,265.38,0.48,0.68,47.0,7.02
20190817,27.41,82.88,1.73,299.56,0.42,0.72,40.32,4.22
20190818,26.98,85.31,1.09,302.0,0.32,0.77,33.47,6.73
20190819,27.87,79.44,1.48,300.12,0.55,0.71,49.26,5.65
20190820,27.43,85.94,2.11,311.94,0.28,0.73,44.99,7.99
20190821,26.75,86.12,2.02,304.88,0.39,0.74,41.48,12.29
20190822,27.04,84.06,2.4,302.56,0.45,0.75,56.73,2.77
20190823,26.26,86.94,2.43,301.0,0.17,0.74,40.61,0.53
20190824,26.8,83.94,2.06,299.62,0.33,0.73,48.66,13.81
20190825,27.23,80.81,1.98,271.31,0.49,0.72,50.09,2.03
20190826,27.49,77.44,2.23,287.88,0.48,0.7,61.4,0.01
20190827,27.74,73.56,2.32,262.81,0.63,0.68,61.8,0.04
20190828,28.15,73.56,2.09,238.38,0.6,0.67,60.56,0.09
20190829,27.62,82.19,1.44,236.56,0.57,0.71,40.26,0.0
20190830,28.11,83.25,1.74,264.56,0.48,0.75,54.23,13.6
20190831,26.22,91.0,1.98,268.06,0.34,0.81,25.35,3.7
20190901,26.15,87.25,2.71,241.81,0.36,0.77,39.57,14.03
20190902,25.71,86.56,2.67,257.12,0.27,0.76,41.19,6.44
20190903,25.83,88.44,3.02,269.19,0.23,0.75,38.92,13.51
20190904,26.14,84.88,3.08,242.56,0.34,0.74,51.1,5.04
20190905,26.58,86.88,3.12,256.06,0.41,0.73,39.41,5.28
20190906,25.61,90.5,2.88,254.5,0.21,0.74,21.71,5.6
20190907,26.8,84.31,3.29,262.31,0.34,0.72,54.34,2.63
20190908,27.42,81.94,2.95,252.31,0.44,0.71,66.33,0.02
20190909,27.91,80.25,2.88,253.19,0.48,0.7,68.0,0.49
20190910,27.92,80.19,2.48,234.38,0.44,0.69,54.14,1.59
20190911,28.12,78.62,1.84,244.88,0.38,0.69,55.44,1.57
20190912,26.84,83.94,2.02,262.44,0.26,0.71,47.44,4.05
20190913,27.23,81.62,1.84,237.0,0.32,0.7,54.16,1.04
20190914,27.83,81.12,1.43,236.38,0.51,0.7,51.3,2.75
20190915,26.95,84.0,2.12,278.0,0.48,0.73,55.55,3.17
20190916,27.12,84.38,1.61,286.31,0.42,0.73,52.31,23.97
20190917,27.48,85.62,1.2,210.06,0.4,0.77,47.8,27.42
20190918,26.98,86.94,1.28,165.75,0.42,0.8,47.8,13.06
20190919,26.08,90.12,1.37,175.62,0.46,0.77,29.91,2.59
20190920,26.51,88.94,1.49,161.75,0.48,0.79,41.12,2.26
20190921,27.01,85.94,1.27,161.81,0.51,0.77,56.47,5.24
20190922,27.15,85.88,1.38,134.19,0.6,0.77,58.78,0.58
20190923,27.52,84.94,0.95,124.06,0.52,0.75,57.4,12.18
20190924,26.18,92.81,1.43,151.19,0.32,0.78,22.41,10.49
20190925,25.9,91.38,2.84,144.38,0.41,0.8,34.62,3.84
20190926,25.72,91.31,3.05,149.44,0.29,0.81,38.72,13.93
20190927,25.82,90.75,1.95,161.81,0.5,0.81,33.39,7.42
20190928,25.84,88.69,1.97,174.12,0.51,0.77,37.54,0.19
20190929,25.92,87.75,2.13,170.88,0.54,0.76,45.71,0.17
20190930,26.15,84.44,1.73,183.88,0.41,0.76,57.3,9.23
20191001,26.81,82.12,1.37,203.44,0.51,0.77,52.46,0.3
20191002,26.63,85.31,1.14,200.62,0.5,0.8,42.98,0.84
20191003,26.85,81.75,0.67,177.5,0.46,0.77,33.04,6.2
20191004,26.9,81.12,0.62,284.69,0.55,0.77,35.33,0.28
20191005,26.57,82.69,0.7,134.69,0.49,0.75,36.9,4.49
20191006,26.53,82.56,0.45,242.69,0.45,0.77,40.08,10.2
20191007,26.11,86.19,0.95,212.81,0.52,0.77,35.75,0.49
20191008,26.24,85.31,1.21,40.25,0.4,0.76,40.2,12.58
20191009,25.86,87.44,1.03,133.31,0.44,0.75,32.72,3.0
20191010,25.85,88.25,0.73,145.06,0.43,0.75,29.13,2.51
20191011,25.83,89.81,0.63,224.5,0.52,0.8,30.16,30.13
20191012,26.61,83.25,0.45,117.06,0.58,0.78,45.51,1.12
20191013,26.8,83.44,0.65,113.56,0.48,0.75,50.15,1.5
20191014,26.37,87.75,1.3,61.69,0.5,0.75,40.06,0.7
20191015,25.81,85.94,1.06,69.25,0.48,0.74,39.48,3.24
20191016,25.8,86.38,1.18,140.25,0.41,0.74,44.88,0.85
20191017,25.12,89.62,1.33,124.31,0.52,0.75,31.19,2.98
20191018,25.12,89.81,1.48,110.94,0.59,0.81,39.35,8.18
20191019,25.23,87.19,1.26,95.81,0.48,0.79,40.22,1.2
20191020,24.9,90.25,1.45,82.0,0.53,0.78,36.56,3.4
20191021,24.9,88.94,1.49,92.75,0.5,0.77,40.54,0.32
20191022,25.49,85.06,1.38,127.5,0.31,0.77,52.25,6.39
20191023,24.99,87.56,1.94,122.5,0.3,0.78,50.82,10.26
20191024,25.4,88.06,1.91,310.81,0.48,0.78,53.21,0.0
20191025,25.42,85.81,1.0,221.62,0.55,0.8,44.91,0.18
20191026,25.37,87.25,1.46,159.31,0.51,0.76,40.68,2.26
20191027,25.94,85.88,1.1,135.31,0.6,0.75,48.03,0.0
20191028,25.79,87.31,1.3,110.25,0.56,0.75,39.26,0.0
20191029,25.48,88.94,1.48,123.38,0.52,0.76,42.35,0.0
20191030,25.18,87.75,1.1,92.06,0.44,0.78,41.45,0.32
20191031,25.01,84.88,1.06,87.31,0.41,0.77,50.52,0.2
20191101,25.78,84.75,0.93,137.06,0.61,0.75,54.54,0.01
20191102,26.0,84.62,0.76,105.0,0.52,0.76,49.95,0.17
20191103,26.01,83.12,0.81,46.25,0.52,0.74,45.23,0.0
20191104,24.85,81.81,1.51,49.56,0.62,0.73,56.01,0.0
20191105,24.98,81.0,1.66,168.69,0.59,0.73,50.23,0.0
20191106,24.95,82.69,1.3,135.25,0.53,0.72,45.82,0.0
20191107,24.19,83.31,1.26,50.12,0.52,0.71,45.5,0.0
20191108,23.04,80.69,2.02,144.81,0.53,0.7,52.33,0.0
20191109,22.53,80.88,2.28,264.44,0.62,0.7,53.1,0.0
20191110,23.07,82.62,1.89,154.5,0.66,0.7,51.37,0.0
20191111,24.13,84.19,1.91,60.19,0.64,0.69,49.0,0.0
20191112,23.13,82.25,1.54,28.94,0.64,0.69,49.48,0.0
20191113,22.37,81.81,1.42,61.81,0.6,0.68,45.41,0.0
20191114,22.64,82.88,1.4,62.12,0.6,0.68,45.58,0.0
20191115,23.4,81.75,1.3,55.81,0.62,0.67,44.51,0.0
20191116,24.0,83.19,1.05,42.56,0.63,0.66,45.48,0.0
20191117,23.12,83.88,1.91,67.56,0.66,0.66,46.68,0.0
20191118,22.62,82.31,2.05,131.62,0.62,0.66,45.01,0.0
20191119,22.42,83.56,1.39,20.62,0.55,0.65,41.14,0.0
20191120,22.33,83.88,1.23,58.94,0.54,0.65,37.05,0.0
20191121,22.74,83.38,1.3,80.19,0.62,0.64,38.29,0.0
20191122,22.3,80.94,0.99,59.31,0.62,0.63,37.95,0.0
20191123,21.84,79.81,1.3,47.44,0.6,0.63,39.23,0.0
20191124,22.12,80.75,0.95,54.19,0.6,0.62,35.58,0.0
20191125,21.94,83.5,1.51,98.44,0.6,0.62,35.81,0.0
20191126,22.07,81.88,1.63,95.94,0.62,0.61,36.21,0.0
20191127,22.26,80.44,1.55,81.31,0.62,0.61,37.04,0.0
20191128,22.3,80.56,1.49,79.44,0.64,0.6,35.55,0.0
20191129,22.23,80.0,1.18,70.56,0.64,0.59,34.81,0.0
20191130,23.65,79.56,1.23,83.25,0.6,0.59,35.89,0.0
20191201,23.85,83.94,1.26,93.0,0.46,0.59,21.83,2.65
20191202,23.65,87.19,1.5,87.62,0.27,0.6,25.6,1.3
20191203,23.41,82.25,1.53,84.44,0.46,0.61,36.99,0.0
20191204,22.5,79.81,1.62,77.0,0.59,0.59,32.73,0.0
20191205,21.9,78.69,1.5,66.81,0.55,0.58,29.8,0.0
20191206,20.74,78.88,1.32,77.19,0.55,0.57,26.78,0.0
20191207,20.89,75.12,1.29,68.62,0.64,0.56,29.9,0.0
20191208,22.08,75.69,1.39,69.38,0.63,0.55,29.16,0.0
20191209,22.62,76.5,1.23,71.0,0.62,0.55,28.0,0.0
20191210,22.72,77.12,1.09,90.31,0.62,0.55,27.92,0.0
20191211,22.7,76.62,1.2,113.12,0.63,0.54,27.84,0.0
20191212,22.63,77.12,1.96,140.75,0.62,0.53,26.69,0.0
20191213,22.96,77.44,2.07,131.62,0.62,0.53,26.24,0.0
20191214,23.87,77.38,1.97,111.94,0.64,0.52,26.32,0.0
20191215,23.45,76.0,1.88,119.5,0.62,0.52,25.17,0.0
20191216,23.05,75.44,1.48,101.06,0.64,0.52,24.37,0.0
20191217,22.67,75.62,1.49,52.75,0.61,0.52,23.4,0.0
20191218,22.44,75.94,1.3,49.88,0.52,0.51,21.06,0.0
20191219,22.22,74.5,1.3,43.19,0.53,0.51,21.25,0.0
20191220,21.79,68.44,1.48,27.75,0.59,0.5,22.09,0.03
20191221,22.05,75.44,1.22,86.31,0.56,0.51,17.7,0.18
20191222,22.4,75.69,1.51,95.69,0.6,0.5,19.49,0.0
20191223,22.0,73.38,1.67,115.5,0.51,0.5,20.05,0.0
20191224,22.01,73.06,1.54,100.56,0.52,0.49,19.68,0.06
20191225,22.6,73.06,1.55,131.81,0.6,0.49,18.95,0.0
20191226,23.2,74.0,1.26,140.75,0.53,0.49,16.7,2.03
20191227,23.33,74.69,1.65,138.62,0.45,0.49,17.96,0.0
20191228,21.18,68.62,2.13,23.44,0.59,0.48,16.97,0.0
20191229,20.78,66.31,1.09,43.44,0.59,0.48,17.75,0.0
20191230,21.55,69.88,1.74,106.19,0.62,0.48,16.63,0.0
20191231,22.02,69.19,2.86,123.06,0.49,0.48,16.49,0.0
20200101,23.17,74.62,2.95,118.19,0.53,0.48,16.49,0.0
20200102,24.33,74.44,2.95,118.44,0.48,0.48,18.08,0.0
20200103,24.22,80.25,2.17,152.38,0.35,0.52,24.18,0.0
20200104,23.13,76.06,1.38,85.12,0.33,0.5,19.69,0.0
20200105,22.27,69.25,2.39,15.5,0.57,0.48,17.68,0.0
20200106,22.99,71.81,1.7,84.38,0.58,0.48,16.44,0.0
20200107,23.37,72.5,1.45,125.0,0.53,0.48,15.44,0.0
20200108,23.26,73.94,2.35,150.81,0.54,0.48,15.16,0.0
20200109,23.73,74.38,1.77,146.25,0.51,0.47,14.37,0.0
20200110,22.9,71.56,2.27,12.12,0.48,0.47,13.85,0.0
20200111,21.56,65.94,2.16,125.31,0.59,0.47,15.4,0.0
20200112,20.58,57.5,1.7,56.56,0.69,0.46,17.78,0.0
20200113,20.89,52.0,1.21,102.75,0.7,0.46,17.95,0.0
20200114,22.04,69.0,1.26,131.38,0.62,0.46,14.32,0.0
20200115,22.36,68.56,2.28,144.94,0.65,0.46,15.27,0.0
20200116,22.62,69.75,2.51,148.88,0.65,0.46,14.87,0.0
20200117,23.6,67.25,2.04,136.81,0.63,0.45,15.15,0.0
20200118,24.46,69.75,2.07,134.69,0.62,0.45,14.66,0.0
20200119,24.12,69.25,1.34,140.19,0.59,0.45,14.4,0.0
20200120,24.19,66.31,0.8,115.25,0.59,0.45,14.61,0.0
20200121,23.87,65.62,1.88,123.25,0.62,0.45,14.99,0.0
20200122,24.03,66.44,1.73,120.19,0.63,0.44,14.25,0.0
20200123,24.15,64.88,1.29,102.19,0.6,0.44,14.11,0.0
20200124,24.01,58.44,1.26,38.12,0.63,0.43,14.59,0.0
20200125,24.51,55.69,1.15,53.56,0.62,0.42,13.53,0.0
20200126,24.26,56.06,1.49,184.62,0.64,0.41,13.98,0.0
20200127,24.68,50.69,1.52,82.31,0.68,0.41,14.38,0.0
20200128,25.58,64.38,3.29,176.81,0.51,0.4,11.34,0.0
20200129,26.68,65.38,2.45,176.5,0.47,0.4,9.75,0.0
20200130,25.17,57.12,1.98,239.25,0.45,0.39,12.02,9.49
20200131,24.85,48.06,1.28,101.0,0.49,0.38,12.04,0.0
20200201,26.1,64.94,2.09,146.12,0.51,0.38,7.94,0.0
20200202,26.3,61.62,1.71,128.69,0.46,0.37,8.28,0.0
20200203,25.93,64.94,2.31,132.38,0.54,0.36,7.0,0.0
20200204,26.37,61.62,2.91,150.69,0.59,0.35,7.9,0.0
20200205,26.55,58.88,2.09,174.19,0.55,0.34,7.63,0.0
20200206,26.08,56.81,2.42,169.25,0.62,0.34,7.02,0.0
20200207,26.33,59.88,2.98,173.0,0.48,0.33,5.64,0.0
20200208,25.58,65.12,2.45,173.44,0.46,0.34,8.43,0.0
20200209,24.24,67.5,1.66,97.56,0.25,0.42,18.72,12.71
20200210,24.51,65.5,1.85,93.12,0.47,0.42,13.01,0.0
20200211,25.34,62.56,2.3,109.62,0.46,0.39,10.09,0.0
20200212,24.98,56.69,1.56,55.0,0.56,0.37,9.73,0.0
20200213,24.35,42.81,2.11,71.38,0.7,0.34,9.38,0.0
20200214,24.72,34.06,1.88,30.06,0.73,0.32,8.68,0.0
20200215,25.5,34.19,1.66,65.44,0.71,0.3,7.03,0.0
20200216,25.92,41.06,1.3,61.25,0.69,0.28,5.26,0.0
20200217,26.47,41.5,1.3,159.25,0.7,0.27,5.03,0.0
20200218,25.44,33.5,1.77,42.25,0.69,0.25,3.92,0.0
20200219,26.19,52.44,1.7,142.38,0.62,0.24,2.6,0.0
20200220,26.65,57.25,2.59,143.25,0.64,0.24,2.14,0.0
20200221,25.94,51.69,2.48,136.25,0.66,0.23,2.3,0.0
20200222,26.31,50.44,1.98,125.25,0.68,0.23,2.26,0.0
20200223,26.37,52.38,2.14,142.38,0.69,0.22,2.01,0.0
20200224,27.62,53.75,2.43,175.25,0.68,0.22,1.87,0.0
20200225,26.9,58.88,2.19,167.19,0.49,0.21,0.88,0.0
20200226,26.98,41.06,2.05,107.5,0.55,0.21,1.84,0.0
20200227,25.89,35.19,1.9,46.94,0.69,0.2,1.89,0.0
20200228,26.86,51.19,1.87,110.5,0.63,0.2,1.31,0.0
20200229,27.42,54.25,1.96,141.88,0.59,0.2,1.1,0.0
20200301,27.96,51.06,1.69,107.06,0.6,0.2,1.51,0.0
20200302,27.88,49.88,1.43,175.69,0.51,0.19,1.39,0.0
20200303,29.02,49.38,2.15,178.81,0.61,0.19,0.97,0.0
20200304,29.4,44.75,2.96,184.5,0.58,0.19,1.05,0.0
20200305,28.52,55.06,3.34,168.06,0.54,0.2,2.83,0.23
20200306,28.28,59.81,3.97,167.0,0.43,0.34,14.32,0.1
20200307,27.7,64.75,3.02,178.31,0.42,0.45,24.63,0.0
20200308,28.26,60.5,1.32,159.88,0.51,0.43,20.07,0.0
20200309,29.02,54.75,1.23,166.19,0.53,0.38,12.9,0.0
20200310,29.27,52.25,2.98,163.69,0.66,0.34,9.38,0.0
20200311,28.99,53.75,3.1,177.75,0.59,0.3,6.53,0.0
20200312,28.73,54.31,2.84,168.69,0.61,0.29,5.66,0.0
20200313,29.5,54.62,3.16,161.06,0.66,0.27,5.58,0.0
20200314,29.46,52.12,2.57,165.94,0.55,0.26,4.4,0.82
20200315,29.28,53.5,2.22,144.06,0.7,0.24,3.46,0.0
20200316,29.93,50.44,1.89,153.12,0.69,0.23,2.98,0.0
20200317,30.27,48.56,2.56,152.56,0.67,0.22,2.75,0.0
20200318,30.44,43.38,1.16,179.75,0.69,0.21,2.66,0.0
20200319,30.8,42.88,1.94,190.38,0.6,0.22,4.3,15.42
20200320,30.9,44.75,2.15,166.31,0.65,0.27,7.77,0.01
20200321,30.28,50.75,2.89,182.19,0.57,0.27,4.32,0.0
20200322,29.95,47.06,1.49,199.94,0.62,0.29,9.32,0.0
20200323,29.36,52.94,1.67,137.62,0.61,0.38,21.16,0.0
20200324,29.93,49.81,1.88,121.88,0.66,0.34,12.81,0.0
20200325,30.3,49.69,2.25,144.75,0.62,0.3,8.68,0.0
20200326,31.01,43.81,1.48,127.56,0.66,0.28,7.08,0.0
20200327,31.29,41.44,2.23,179.5,0.68,0.26,5.28,0.0
20200328,31.94,36.25,1.09,128.5,0.66,0.23,4.77,0.0
20200329,32.94,31.69,0.52,205.88,0.62,0.23,4.58,0.0
20200330,32.85,34.75,1.08,103.62,0.59,0.21,3.0,0.0
20200331,33.31,34.25,1.02,168.06,0.6,0.2,2.93,0.0
20200401,33.5,33.75,1.07,88.44,0.61,0.2,3.05,0.0
20200402,34.11,33.69,1.59,129.19,0.64,0.19,2.25,0.0
20200403,33.01,41.75,2.7,168.81,0.41,0.18,1.35,0.0
20200404,32.4,42.56,1.97,167.56,0.55,0.17,1.46,0.0
20200405,32.58,40.25,2.05,155.31,0.64,0.17,1.3,0.0
20200406,33.16,42.5,1.79,170.75,0.55,0.16,1.3,0.49
20200407,33.59,39.5,2.48,183.31,0.58,0.16,0.85,11.95
20200408,33.71,39.31,2.45,171.38,0.61,0.16,1.53,0.01
20200409,33.12,43.0,2.7,166.44,0.58,0.18,2.87,0.16
20200410,33.01,36.81,2.12,147.31,0.67,0.19,1.94,0.0
20200411,33.0,36.25,1.73,132.5,0.64,0.18,1.6,0.0
20200412,33.12,36.75,1.96,137.75,0.64,0.17,1.27,0.0
20200413,33.81,32.94,2.13,139.5,0.66,0.16,1.54,0.0
20200414,33.53,33.19,2.55,157.5,0.65,0.16,1.37,0.0
20200415,33.14,35.81,2.12,165.44,0.62,0.16,1.06,0.0
20200416,33.19,34.12,2.7,178.81,0.63,0.16,1.03,0.0
